Rank,RankOpponent,eventResults,eventScore,sets,playerGames,opponentGames
436,1295.0,W,6-1 3-6 6-1,3.0,15.0,8.0
436,384.0,L,5-7 1-6,2.0,6.0,13.0
436,63.0,L,2-6 3-6,2.0,5.0,12.0
437,2009.0,W,6-4 6-2,2.0,12.0,6.0
437,7.0,L,1-6 2-6,2.0,3.0,12.0
438,2682.0,U,1-1,1.0,1.0,1.0
438,,W,6-1 7-6,2.0,13.0,7.0
438,1912.0,W,6-1 6-2,2.0,12.0,3.0
438,1040.0,L,4-6 2-6,2.0,6.0,12.0
438,1080.0,L,2-6 2-6,2.0,4.0,12.0
438,,W,6-4 6-3,2.0,12.0,7.0
438,2102.0,W,6-4 6-3,2.0,12.0,7.0
438,1939.0,W,7-6 6-3,2.0,13.0,9.0
438,622.0,W,6-4 6-4,2.0,12.0,8.0
438,475.0,W,6-4 3-6 6-2,3.0,15.0,12.0
438,1939.0,W,6-3 6-4,2.0,12.0,7.0
438,1478.0,W,6-4 6-3,2.0,12.0,7.0
438,1671.0,W,4-6 6-3 7-6,3.0,17.0,15.0
438,514.0,L,3-6 1-6,2.0,4.0,12.0
439,1939.0,W,6-4 2-6 6-1,3.0,14.0,11.0
439,227.0,L,5-7 4-6,2.0,9.0,13.0
439,1010.0,L,7-5 3-6 6-7,3.0,16.0,18.0
439,,W,6-1 6-3,2.0,12.0,4.0
439,163.0,L,5-7 2-6,2.0,7.0,13.0
439,1239.0,W,6-2 6-7 6-3,3.0,18.0,12.0
439,163.0,L,1-6 4-6,2.0,5.0,12.0
439,99.0,L,0-6 4-6,2.0,4.0,12.0
439,,W,6-0 6-0,2.0,12.0,0.0
439,1752.0,W,6-1 7-6,2.0,13.0,7.0
439,2056.0,W,7-5 7-6,2.0,14.0,11.0
439,883.0,L,6-2 3-6 6-7,3.0,15.0,15.0
440,49.0,L,7-6 4-6 1-6,3.0,12.0,18.0
440,125.0,L,5-7 2-6,2.0,7.0,13.0
440,670.0,W,6-3 1-6 6-4,3.0,13.0,13.0
440,233.0,L,6-2 3-6 1-6,3.0,10.0,14.0
440,1292.0,W,6-0 7-6,2.0,13.0,6.0
440,791.0,W,7-6 6-2,2.0,13.0,8.0
440,149.0,L,2-6 1-6,2.0,3.0,12.0
440,464.0,W,6-2 6-3,2.0,12.0,5.0
440,736.0,W,6-1 3-6 6-3,3.0,15.0,10.0
440,167.0,L,6-4 0-6 2-6,3.0,8.0,16.0
440,648.0,W,6-4 6-4,2.0,12.0,8.0
440,513.0,W,6-4 6-3,2.0,12.0,7.0
440,259.0,L,6-1 3-6 1-6,3.0,10.0,13.0
440,1177.0,L,6-3 5-7 1-6,3.0,12.0,16.0
441,5.0,L,4-6 0-6,2.0,4.0,12.0
442,788.0,W,6-0 6-3,2.0,12.0,3.0
442,718.0,L,2-6 6-3 4-6,3.0,12.0,15.0
442,889.0,W,6-2 6-2,2.0,12.0,4.0
442,151.0,W,4-6 7-6 6-0,3.0,17.0,12.0
442,111.0,L,4-6 2-6,2.0,6.0,12.0
442,1280.0,W,6-2 6-3,2.0,12.0,5.0
442,797.0,W,4-6 6-4 7-6,3.0,17.0,16.0
442,119.0,L,1-6 2-6,2.0,3.0,12.0
442,2412.0,W,6-2 6-2,2.0,12.0,4.0
442,797.0,W,6-2 6-2,2.0,12.0,4.0
442,274.0,W,6-4 6-4,2.0,12.0,8.0
442,149.0,L,1-6 3-6,2.0,4.0,12.0
442,353.0,W,6-4 3-6 7-5,3.0,16.0,15.0
442,179.0,L,5-7 0-6,2.0,5.0,13.0
443,2195.0,W,6-3 6-2,2.0,12.0,5.0
443,536.0,W,6-2 6-3,2.0,12.0,5.0
443,291.0,L,2-6 5-7,2.0,7.0,13.0
444,,W,6-0 6-0,2.0,12.0,0.0
444,1786.0,W,6-1 6-2,2.0,12.0,3.0
444,1343.0,,,,0.0,0.0
444,1939.0,W,6-7 6-3 6-0,3.0,18.0,10.0
444,2139.0,W,6-0 6-0,2.0,12.0,0.0
444,1686.0,W,6-2 6-1,2.0,12.0,3.0
444,795.0,L,6-1 6-7 3-6,3.0,15.0,14.0
444,2139.0,W,6-1 6-0,2.0,12.0,1.0
444,2412.0,W,6-1 6-0,2.0,12.0,1.0
444,1450.0,W,7-5 6-2,2.0,13.0,7.0
444,567.0,W,6-4 6-2,2.0,12.0,6.0
444,837.0,W,6-1 6-3,2.0,12.0,4.0
444,969.0,L,7-5 3-6 3-6,3.0,13.0,17.0
444,416.0,L,2-6 5-7,2.0,7.0,13.0
444,1372.0,W,5-7 6-1 6-2,3.0,17.0,10.0
444,589.0,L,3-6 1-6,2.0,4.0,12.0
444,1614.0,L,4-6 3-6,2.0,7.0,12.0
445,538.0,W,6-2 6-3,2.0,12.0,5.0
445,422.0,W,6-3 6-1,2.0,12.0,4.0
445,244.0,W,6-1 7-6,2.0,13.0,7.0
445,51.0,W,6-4 7-6,2.0,13.0,10.0
445,206.0,U,3-6 6-0 4-1,3.0,13.0,7.0
445,135.0,L,5-7 7-5 4-6,3.0,16.0,18.0
446,,W,6-2 6-2,2.0,12.0,4.0
446,1974.0,W,7-6 6-2,2.0,13.0,8.0
446,1147.0,W,6-2 6-4,2.0,12.0,6.0
446,376.0,W,6-4 6-3,2.0,12.0,7.0
446,383.0,W,4-6 7-5 6-3,3.0,17.0,14.0
446,754.0,L,4-6 3-6,2.0,7.0,12.0
446,549.0,L,5-7 6-4 3-6,3.0,14.0,17.0
446,,W,6-2 6-2,2.0,12.0,4.0
446,1298.0,W,6-0 6-0,2.0,12.0,0.0
446,1011.0,W,6-2 6-3,2.0,12.0,5.0
446,111.0,L,6-1 3-6 0-6,3.0,9.0,13.0
446,,W,6-3 6-4,2.0,12.0,7.0
446,1492.0,W,6-1 6-0,2.0,12.0,1.0
446,980.0,W,6-4 6-3,2.0,12.0,7.0
446,198.0,L,1-6 3-6,2.0,4.0,12.0
446,,W,6-0 6-4,2.0,12.0,4.0
446,383.0,W,6-7 6-1 6-2,3.0,18.0,10.0
446,370.0,L,2-6 1-6,2.0,3.0,12.0
446,906.0,W,6-1 6-3,2.0,12.0,4.0
446,787.0,W,7-5 2-6 6-3,3.0,15.0,14.0
446,854.0,L,6-3 3-6 4-6,3.0,13.0,15.0
447,1071.0,W,6-2 6-2,2.0,12.0,4.0
447,831.0,L,1-6 4-6,2.0,5.0,12.0
447,1553.0,W,6-0 6-1,2.0,12.0,1.0
447,613.0,L,5-7 6-7,2.0,11.0,14.0
447,1372.0,W,6-3 6-1,2.0,12.0,4.0
447,1366.0,W,6-4 6-2,2.0,12.0,6.0
447,278.0,L,2-6 4-6,2.0,6.0,12.0
448,1675.0,W,6-1 6-4,2.0,12.0,5.0
448,1781.0,W,6-1 6-3,2.0,12.0,4.0
448,879.0,W,6-1 6-1,2.0,12.0,2.0
448,865.0,L,1-6 3-6,2.0,4.0,12.0
448,579.0,L,2-6 3-6,2.0,5.0,12.0
448,,W,6-1 6-0,2.0,12.0,1.0
448,1124.0,W,6-0 6-1,2.0,12.0,1.0
448,154.0,W,6-2 6-3,2.0,12.0,5.0
448,247.0,L,1-6 6-3 3-6,3.0,10.0,15.0
448,1295.0,L,6-3 3-6 2-6,3.0,11.0,15.0
449,1684.0,W,6-1 6-3,2.0,12.0,4.0
449,976.0,W,6-3 6-2,2.0,12.0,5.0
449,476.0,L,6-7 2-6,2.0,8.0,13.0
450,1493.0,L,1-6 2-6,2.0,3.0,12.0
450,515.0,W,6-3 6-2,2.0,12.0,5.0
450,68.0,L,2-6 7-5 2-6,3.0,11.0,17.0
450,,W,6-0 6-0,2.0,12.0,0.0
450,2682.0,W,6-4 6-0,2.0,12.0,4.0
450,1225.0,W,6-3 6-1,2.0,12.0,4.0
450,186.0,U,5-1,1.0,5.0,1.0
450,294.0,L,6-3 6-7 2-6,3.0,14.0,16.0
450,1427.0,L,4-6 6-3 3-6,3.0,13.0,15.0
451,2594.0,W,6-7 6-0 6-1,3.0,18.0,8.0
451,491.0,L,0-6 2-6,2.0,2.0,12.0
451,1538.0,L,1-6 0-6,2.0,1.0,12.0
451,2290.0,W,7-5 6-3,2.0,13.0,8.0
451,298.0,L,4-6 1-6,2.0,5.0,12.0
451,859.0,L,0-6 0-6,2.0,0.0,12.0
451,1095.0,W,6-2 6-4,2.0,12.0,6.0
451,1280.0,W,6-2 7-6,2.0,13.0,8.0
451,905.0,W,6-1 6-1,2.0,12.0,2.0
451,55.0,L,4-6 2-6,2.0,6.0,12.0
451,1337.0,W,4-6 6-3 6-4,3.0,16.0,13.0
451,797.0,U,6-3,1.0,6.0,3.0
451,812.0,W,6-1 6-4,2.0,12.0,5.0
451,119.0,L,6-4 3-6 3-6,3.0,12.0,16.0
452,2412.0,W,6-3 6-3,2.0,12.0,6.0
452,2161.0,U,6-1 1-0,2.0,7.0,1.0
452,1090.0,W,6-4 6-4,2.0,12.0,8.0
452,821.0,W,6-3 6-2,2.0,12.0,5.0
452,148.0,W,6-7,3.0,6.0,7.0
452,1351.0,W,6-2 6-1,2.0,12.0,3.0
452,49.0,L,4-6 5-7,2.0,9.0,13.0
452,,W,6-2 6-1,2.0,12.0,3.0
452,500.0,W,6-7 6-4 7-5,3.0,19.0,16.0
452,433.0,U,6-1 3-0,2.0,9.0,1.0
452,113.0,L,1-6 6-7,2.0,7.0,13.0
452,,W,6-3 6-0,2.0,12.0,3.0
452,464.0,W,6-1 6-0,2.0,12.0,1.0
452,639.0,W,6-3 6-0,2.0,12.0,3.0
452,259.0,W,7-5 6-1,2.0,13.0,6.0
452,213.0,L,6-7 5-7,2.0,11.0,14.0
454,726.0,L,6-1 4-6 3-6,3.0,13.0,13.0
454,608.0,L,6-2 2-6 4-6,3.0,12.0,14.0
454,1845.0,W,7-6,2.0,7.0,6.0
454,1684.0,W,6-2 6-1,2.0,12.0,3.0
454,870.0,W,6-2 6-1,2.0,12.0,3.0
454,279.0,W,6-3 3-6 7-5,3.0,16.0,14.0
454,221.0,L,3-6 5-7,2.0,8.0,13.0
455,2412.0,U,6-0 3-0,2.0,9.0,0.0
455,1463.0,W,6-2 4-6 6-2,3.0,16.0,10.0
455,621.0,,,,0.0,0.0
455,1196.0,L,6-7 2-6,2.0,8.0,13.0
455,2290.0,W,6-0 6-2,2.0,12.0,2.0
455,1476.0,W,7-5 6-3,2.0,13.0,8.0
455,492.0,W,3-6 6-3 6-1,3.0,15.0,10.0
455,522.0,L,2-6 6-2 1-6,3.0,9.0,14.0
455,1611.0,W,6-3 3-6 7-6,3.0,16.0,15.0
455,1196.0,W,7-5 6-0,2.0,13.0,5.0
455,1192.0,L,5-7 6-4 2-6,3.0,13.0,17.0
455,1865.0,W,4-6 6-1 7-5,3.0,17.0,12.0
455,325.0,L,0-6 1-6,2.0,1.0,12.0
455,625.0,L,0-6 4-6,2.0,4.0,12.0
455,765.0,W,6-1 6-3,2.0,12.0,4.0
455,359.0,L,6-4 2-6 0-6,3.0,8.0,16.0
456,758.0,W,6-2 6-4,2.0,12.0,6.0
456,200.0,W,4-6 6-1 6-4,3.0,16.0,11.0
456,1446.0,W,6-1 6-2,2.0,12.0,3.0
456,379.0,L,6-2 2-6 6-7,3.0,14.0,15.0
456,1658.0,L,4-6 5-7,2.0,9.0,13.0
457,1163.0,W,7-5 7-5,2.0,14.0,10.0
457,1901.0,W,6-0 6-1,2.0,12.0,1.0
457,904.0,L,6-4 6-7 0-6,3.0,12.0,17.0
457,1394.0,W,7-5 6-0,2.0,13.0,5.0
457,194.0,L,3-6 4-6,2.0,7.0,12.0
457,530.0,W,7-5 6-1,2.0,13.0,6.0
457,353.0,L,3-6 5-7,2.0,8.0,13.0
457,740.0,L,1-6 2-6,2.0,3.0,12.0
457,88.0,L,2-6 4-6,2.0,6.0,12.0
457,194.0,L,2-6 0-6,2.0,2.0,12.0
457,1385.0,W,7-5 6-0,2.0,13.0,5.0
457,1628.0,W,6-1 4-6 6-4,3.0,16.0,11.0
457,1015.0,W,3-6 7-5 6-3,3.0,16.0,14.0
457,830.0,W,6-3 5-7 6-1,3.0,17.0,11.0
457,993.0,W,6-3 6-2,2.0,12.0,5.0
458,,W,6-0 6-2,2.0,12.0,2.0
458,653.0,W,6-4 6-4,2.0,12.0,8.0
458,213.0,L,2-6 4-6,2.0,6.0,12.0
458,799.0,W,6-3 6-3,2.0,12.0,6.0
458,398.0,L,5-7 6-7,2.0,11.0,14.0
458,1309.0,W,6-3 6-2,2.0,12.0,5.0
458,877.0,W,6-2 6-4,2.0,12.0,6.0
458,1939.0,W,6-2 6-1,2.0,12.0,3.0
458,1090.0,W,6-4 6-2,2.0,12.0,6.0
458,618.0,W,6-2 7-6,2.0,13.0,8.0
458,,W,6-4 6-2,2.0,12.0,6.0
458,2682.0,U,6-2,1.0,6.0,2.0
458,1591.0,L,0-6 6-7,2.0,6.0,13.0
458,1173.0,W,6-2 6-2,2.0,12.0,4.0
458,644.0,L,0-6 3-6,2.0,3.0,12.0
459,231.0,L,1-6 1-6,2.0,2.0,12.0
459,810.0,W,3-6 6-3 6-1,3.0,15.0,10.0
459,231.0,W,6-1 2-6 7-6,3.0,15.0,13.0
459,461.0,L,1-6 3-6,2.0,4.0,12.0
459,1509.0,W,7-6 6-4,2.0,13.0,10.0
459,2290.0,W,6-3 6-2,2.0,12.0,5.0
459,2412.0,W,6-2 7-5,2.0,13.0,7.0
459,1663.0,L,3-6 5-7,2.0,8.0,13.0
459,1355.0,W,7-5 6-1,2.0,13.0,6.0
459,1085.0,L,6-7 1-6,2.0,7.0,13.0
459,2393.0,W,5-7 6-2 6-2,3.0,17.0,11.0
459,1203.0,U,W/O,0.0,0.0,0.0
459,822.0,W,5-7 6-0 7-6,3.0,18.0,13.0
459,853.0,W,6-7 6-0,3.0,12.0,7.0
459,144.0,L,2-6 4-6,2.0,6.0,12.0
459,668.0,W,7-6 6-4,2.0,13.0,10.0
459,696.0,W,6-0 6-2,2.0,12.0,2.0
459,215.0,L,4-6 6-7,2.0,10.0,13.0
459,,W,6-3 6-0,2.0,12.0,3.0
459,1694.0,U,6-3 3-2,2.0,9.0,5.0
459,860.0,W,6-4 6-2,2.0,12.0,6.0
459,696.0,L,4-6 3-6,2.0,7.0,12.0
461,426.0,W,6-3 2-6 6-4,3.0,14.0,13.0
461,152.0,L,1-6 6-7,2.0,7.0,13.0
461,550.0,W,6-2 6-0,2.0,12.0,2.0
461,335.0,W,7-5 3-6 6-1,3.0,16.0,12.0
461,459.0,W,6-1 6-3,2.0,12.0,4.0
461,257.0,L,4-6 6-2 2-6,3.0,12.0,14.0
461,,W,6-2 6-1,2.0,12.0,3.0
461,871.0,U,4-6 6-1 2-1,3.0,12.0,8.0
461,183.0,L,6-3 6-7 3-6,3.0,15.0,16.0
461,,W,6-3 6-0,2.0,12.0,3.0
461,581.0,W,6-2 7-5,2.0,13.0,7.0
461,273.0,W,6-1 2-6 6-2,3.0,14.0,9.0
461,139.0,L,2-6 1-6,2.0,3.0,12.0
462,512.0,L,4-6 7-6 5-7,3.0,16.0,19.0
462,750.0,W,1-6 7-5 6-3,3.0,14.0,14.0
462,213.0,W,1-6 7-6 6-3,3.0,14.0,15.0
462,402.0,W,3-6 6-4 6-4,3.0,15.0,14.0
462,146.0,L,4-6 2-6,2.0,6.0,12.0
462,1917.0,W,6-1 6-4,2.0,12.0,5.0
462,21.0,L,4-6 3-6,2.0,7.0,12.0
462,112.0,L,1-6 0-6,2.0,1.0,12.0
462,308.0,W,6-3 4-6 7-5,3.0,17.0,14.0
462,899.0,W,7-6 3-6 6-1,3.0,16.0,13.0
462,163.0,L,6-7 6-0 1-6,3.0,13.0,13.0
463,554.0,W,6-4 3-6 6-3,3.0,15.0,13.0
463,938.0,W,6-0 6-2,2.0,12.0,2.0
463,335.0,W,6-3 6-0,2.0,12.0,3.0
463,343.0,L,6-2 1-6 1-6,3.0,8.0,14.0
463,1591.0,L,6-4 4-6 6-7,3.0,16.0,17.0
463,237.0,L,1-6 1-6,2.0,2.0,12.0
463,1901.0,W,6-1 6-0,2.0,12.0,1.0
463,1065.0,W,6-3 6-4,2.0,12.0,7.0
463,867.0,W,6-2 6-1,2.0,12.0,3.0
463,746.0,W,6-2 6-4,2.0,12.0,6.0
463,387.0,L,6-7 4-6,2.0,10.0,13.0
463,175.0,L,0-6 0-6,2.0,0.0,12.0
463,,W,6-2 6-0,2.0,12.0,2.0
463,335.0,L,2-6 5-7,2.0,7.0,13.0
463,,W,6-1 6-0,2.0,12.0,1.0
463,2768.0,W,6-0 6-2,2.0,12.0,2.0
463,811.0,W,6-2 6-3,2.0,12.0,5.0
463,362.0,W,6-2 6-0,2.0,12.0,2.0
463,665.0,W,4-6 7-5 6-4,3.0,17.0,15.0
463,810.0,W,6-3 6-1,2.0,12.0,4.0
463,,W,6-1 6-0,2.0,12.0,1.0
463,1149.0,W,6-7 6-2 6-2,3.0,18.0,11.0
463,811.0,W,5-7 7-5 7-6,3.0,19.0,18.0
463,69.0,L,4-6 1-6,2.0,5.0,12.0
464,2768.0,W,6-2 6-1,2.0,12.0,3.0
464,1906.0,W,6-7 6-1,3.0,12.0,8.0
464,300.0,L,5-7 6-4 2-6,3.0,13.0,17.0
464,184.0,L,0-6 2-6,2.0,2.0,12.0
464,,W,7-5 6-2,2.0,13.0,7.0
464,1732.0,L,2-6 2-6,2.0,4.0,12.0
464,2181.0,W,6-0 6-2,2.0,12.0,2.0
464,847.0,W,7-6 6-1,2.0,13.0,7.0
464,511.0,W,7-5 6-2,2.0,13.0,7.0
464,157.0,L,3-6 2-6,2.0,5.0,12.0
464,2768.0,W,6-0 6-0,2.0,12.0,0.0
464,149.0,L,3-6 4-6,2.0,7.0,12.0
464,1206.0,W,6-2 6-1,2.0,12.0,3.0
464,621.0,W,6-3 7-5,2.0,13.0,8.0
464,491.0,W,6-3 3-6 6-1,3.0,15.0,10.0
464,119.0,L,4-6 3-6,2.0,7.0,12.0
464,2290.0,W,6-1 6-3,2.0,12.0,4.0
464,788.0,W,7-5 6-2,2.0,13.0,7.0
464,119.0,L,3-6 2-6,2.0,5.0,12.0
464,440.0,L,2-6 3-6,2.0,5.0,12.0
464,1673.0,W,3-6 6-3 6-1,3.0,15.0,10.0
464,452.0,L,1-6 0-6,2.0,1.0,12.0
464,981.0,W,6-3 6-3,2.0,12.0,6.0
464,648.0,U,1-6 6-3,2.0,7.0,9.0
464,167.0,L,0-6 2-6,2.0,2.0,12.0
465,743.0,W,6-3 6-4,2.0,12.0,7.0
465,297.0,L,6-4 3-6 1-6,3.0,10.0,16.0
465,345.0,W,6-2 6-3,2.0,12.0,5.0
465,235.0,L,6-4 5-7 3-6,3.0,14.0,17.0
465,51.0,L,2-6 2-6,2.0,4.0,12.0
465,1798.0,W,6-2 6-3,2.0,12.0,5.0
465,850.0,W,6-4 4-6 6-1,3.0,16.0,11.0
465,312.0,L,5-7 7-6,3.0,12.0,13.0
465,2412.0,W,6-1 6-0,2.0,12.0,1.0
465,114.0,L,2-6 6-3 2-6,3.0,10.0,15.0
466,,W,6-0 6-0,2.0,12.0,0.0
466,2290.0,W,6-3 6-3,2.0,12.0,6.0
466,1267.0,W,6-2 1-6 6-1,3.0,13.0,9.0
466,846.0,L,6-7,3.0,6.0,7.0
466,1124.0,W,6-4 6-4,2.0,12.0,8.0
466,1061.0,W,7-5 6-2,2.0,13.0,7.0
466,706.0,W,6-1 7-6,2.0,13.0,7.0
466,476.0,W,6-3 6-7 6-3,3.0,18.0,13.0
466,345.0,L,4-6 3-6,2.0,7.0,12.0
466,1684.0,W,6-1 6-0,2.0,12.0,1.0
466,1264.0,W,6-4 6-4,2.0,12.0,8.0
466,476.0,L,4-6 3-6,2.0,7.0,12.0
466,2412.0,W,6-2 6-0,2.0,12.0,2.0
466,1390.0,W,6-7 6-3 6-2,3.0,18.0,12.0
466,1338.0,W,6-3 7-6,2.0,13.0,9.0
466,626.0,W,6-3 5-7 6-3,3.0,17.0,13.0
466,609.0,W,6-4 6-4,2.0,12.0,8.0
468,1871.0,W,6-1 6-2,2.0,12.0,3.0
468,887.0,W,6-4 6-0,2.0,12.0,4.0
468,1157.0,W,6-4 6-4,2.0,12.0,8.0
468,266.0,L,6-1 3-6 6-7,3.0,15.0,14.0
468,2682.0,W,6-0 6-0,2.0,12.0,0.0
468,1304.0,W,4-6 6-2 6-3,3.0,16.0,11.0
468,1069.0,W,6-2 6-0,2.0,12.0,2.0
468,503.0,L,5-7 1-6,2.0,6.0,13.0
468,518.0,L,3-6 3-6,2.0,6.0,12.0
469,1484.0,W,6-2 6-1,2.0,12.0,3.0
469,323.0,L,3-6 7-5 4-6,3.0,14.0,17.0
469,,W,6-0 6-1,2.0,12.0,1.0
469,396.0,W,7-6 6-1,2.0,13.0,7.0
469,1388.0,W,6-2 6-2,2.0,12.0,4.0
469,334.0,W,6-2 6-3,2.0,12.0,5.0
469,379.0,L,1-6 5-7,2.0,6.0,13.0
469,2261.0,W,7-5 6-2,2.0,13.0,7.0
469,332.0,W,4-6 6-3 7-5,3.0,17.0,14.0
469,323.0,L,6-2 3-6 5-7,3.0,14.0,15.0
471,1538.0,W,3-6 6-2 6-1,3.0,15.0,9.0
471,671.0,U,7-6 2-1,2.0,9.0,7.0
471,484.0,W,6-3 6-0,2.0,12.0,3.0
471,306.0,W,7-6 5-7 6-4,3.0,18.0,17.0
471,260.0,L,6-4 1-6 2-6,3.0,9.0,16.0
471,1845.0,W,6-0 6-1,2.0,12.0,1.0
471,2004.0,W,6-0 6-0,2.0,12.0,0.0
471,336.0,U,6-0 5-7 0-3,3.0,11.0,10.0
472,2682.0,W,4-6 6-3 7-6,3.0,17.0,15.0
472,578.0,L,3-6 4-6,2.0,7.0,12.0
472,,W,6-1 6-1,2.0,12.0,2.0
472,,W,6-1 6-1,2.0,12.0,2.0
472,1871.0,L,4-6 4-6,2.0,8.0,12.0
472,1390.0,L,1-6 4-6,2.0,5.0,12.0
473,1166.0,W,6-3 6-2,2.0,12.0,5.0
473,243.0,L,6-7 2-6,2.0,8.0,13.0
473,392.0,W,6-3 3-6 6-4,3.0,15.0,13.0
473,144.0,L,6-3 6-7 2-6,3.0,14.0,16.0
473,519.0,L,4-6 1-6,2.0,5.0,12.0
473,1832.0,W,6-2 6-2,2.0,12.0,4.0
473,318.0,W,6-2 7-5,2.0,13.0,7.0
473,1538.0,W,6-1 6-3,2.0,12.0,4.0
473,272.0,W,6-3 6-2,2.0,12.0,5.0
473,144.0,L,6-7 3-6,2.0,9.0,13.0
473,853.0,L,4-6 3-6,2.0,7.0,12.0
473,400.0,L,5-7 1-6,2.0,6.0,13.0
473,548.0,L,4-6 3-6,2.0,7.0,12.0
474,,W,4-6 6-2 6-3,3.0,16.0,11.0
474,1691.0,W,6-3 7-5,2.0,13.0,8.0
474,121.0,L,2-6 0-6,2.0,2.0,12.0
474,2594.0,W,3-6 6-1 6-3,3.0,15.0,10.0
474,1082.0,W,6-2 1-6 7-6,3.0,14.0,14.0
474,980.0,W,6-1 6-2,2.0,12.0,3.0
474,260.0,L,2-6 3-6,2.0,5.0,12.0
475,,W,6-3 6-1,2.0,12.0,4.0
475,229.0,L,1-6 3-6,2.0,4.0,12.0
475,1544.0,W,6-1 2-6 6-1,3.0,14.0,8.0
475,1604.0,W,6-1 6-2,2.0,12.0,3.0
475,737.0,W,6-3 6-7 6-3,3.0,18.0,13.0
475,552.0,L,4-6 7-6 4-6,3.0,15.0,18.0
475,2768.0,W,6-1 6-2,2.0,12.0,3.0
475,150.0,L,2-6 1-6,2.0,3.0,12.0
475,1466.0,L,1-6 6-7,2.0,7.0,13.0
475,710.0,W,5-7 6-3 6-1,3.0,17.0,11.0
475,579.0,L,4-6 0-6,2.0,4.0,12.0
475,,W,6-2 6-0,2.0,12.0,2.0
475,2412.0,W,6-4 7-6 6-2,3.0,19.0,12.0
475,596.0,W,6-4 6-4,2.0,12.0,8.0
475,666.0,W,6-4 6-7 6-4,3.0,18.0,15.0
475,438.0,L,4-6 6-3 2-6,3.0,12.0,15.0
475,1511.0,W,3-6 6-2 6-4,3.0,15.0,12.0
475,2412.0,W,6-3 6-0,2.0,12.0,3.0
475,514.0,L,3-6 3-6,2.0,6.0,12.0
475,1472.0,W,7-6 6-2,2.0,13.0,8.0
475,1719.0,W,6-3 5-7 6-3,3.0,17.0,13.0
475,514.0,W,6-3 6-3,2.0,12.0,6.0
475,745.0,W,7-6 1-6 6-2,3.0,14.0,14.0
475,752.0,L,6-3 4-6 1-6,3.0,11.0,15.0
476,2682.0,W,6-0 6-0,2.0,12.0,0.0
476,,W,6-0 6-1,2.0,12.0,1.0
476,878.0,,,,0.0,0.0
476,,W,6-1 6-1,2.0,12.0,2.0
476,1845.0,W,6-1 6-1,2.0,12.0,2.0
476,726.0,W,6-1 6-0,2.0,12.0,1.0
476,304.0,L,2-6 3-6,2.0,5.0,12.0
476,595.0,L,4-6 7-6 4-6,3.0,15.0,18.0
476,1586.0,W,6-3 6-3,2.0,12.0,6.0
476,1306.0,L,3-6 6-3 5-7,3.0,14.0,16.0
476,2261.0,W,7-6 6-3,2.0,13.0,9.0
476,1422.0,W,6-0 6-1,2.0,12.0,1.0
476,1022.0,W,6-0 7-5,2.0,13.0,5.0
476,1171.0,W,6-3 7-5,2.0,13.0,8.0
476,595.0,W,7-6,3.0,7.0,6.0
476,760.0,W,6-3 6-1,2.0,12.0,4.0
476,608.0,W,7-5 6-2,2.0,13.0,7.0
476,449.0,W,7-6 6-2,2.0,13.0,8.0
476,466.0,L,3-6 7-6 3-6,3.0,13.0,18.0
476,,W,6-1 6-2,2.0,12.0,3.0
476,2412.0,W,6-1 6-0,2.0,12.0,1.0
476,2261.0,W,6-2 6-3,2.0,12.0,5.0
476,2412.0,W,6-2 6-3,2.0,12.0,5.0
476,760.0,W,6-3 6-1,2.0,12.0,4.0
476,466.0,W,6-4 6-3,2.0,12.0,7.0
476,612.0,W,6-3 6-0,2.0,12.0,3.0
476,706.0,L,4-6 6-7,2.0,10.0,13.0
477,370.0,W,7-5 6-1,2.0,13.0,6.0
477,669.0,W,6-2 7-6,2.0,13.0,8.0
477,211.0,L,3-6 3-6,2.0,6.0,12.0
478,1663.0,W,6-1 6-1,2.0,12.0,2.0
478,1987.0,W,6-0 6-4,2.0,12.0,4.0
478,1826.0,W,7-5 7-5,2.0,14.0,10.0
478,593.0,W,6-4 6-1,2.0,12.0,5.0
478,381.0,W,6-3 6-4,2.0,12.0,7.0
478,2290.0,W,6-0 6-1,2.0,12.0,1.0
478,1104.0,W,6-2 6-1,2.0,12.0,3.0
478,949.0,W,6-7 6-1 6-1,3.0,18.0,9.0
478,593.0,W,7-5 6-4,2.0,13.0,9.0
478,381.0,W,6-2 7-5,2.0,13.0,7.0
478,,W,6-1 6-2,2.0,12.0,3.0
478,2009.0,L,1-6 4-6,2.0,5.0,12.0
478,,W,6-2 6-4,2.0,12.0,6.0
478,1912.0,W,6-1 6-4,2.0,12.0,5.0
478,482.0,L,4-6 6-4 6-7,3.0,16.0,17.0
479,551.0,L,0-6 6-3 4-6,3.0,10.0,15.0
480,574.0,L,4-6 7-5 3-6,3.0,14.0,17.0
480,1061.0,L,2-6 3-6,2.0,5.0,12.0
480,604.0,L,4-6 3-6,2.0,7.0,12.0
480,1544.0,W,6-4 6-3,2.0,12.0,7.0
480,1135.0,U,DEF,0.0,0.0,0.0
480,664.0,L,2-6 0-6,2.0,2.0,12.0
480,179.0,L,6-3 2-6 3-6,3.0,11.0,15.0
481,,W,6-1 6-4,2.0,12.0,5.0
481,2412.0,W,6-4 6-4,2.0,12.0,8.0
481,552.0,L,4-6 2-6,2.0,6.0,12.0
481,1198.0,W,6-1 6-1,2.0,12.0,2.0
481,2102.0,W,7-5 6-3,2.0,13.0,8.0
